year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),4674,100,100,3660,3799,3744,3800,3700,4000,3744,3800,3700,4000
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,4675,100,100,4775,4700,5387,5250,5000,5900,5387,5250,5000,5900
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4676,90.4,39.8,3639,3100,3868,3300,2700,3600,3868,3300,2700,3600
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4677,93.1,54.2,3529,3500,3586,3500,3300,3854,3586,3500,3300,3854
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4678,93.5,65.3,3597,3500,3666,3500,3345,3875,3666,3500,3345,3875
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4679,100,100,4202,4200,4280,4200,4200,4600,4280,4200,4200,4600
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),4680,95.8,53.1,3500,3500,3577,3500,3300,3740,3577,3500,3300,3740
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),4681,97,78.2,3955,4000,4155,4000,3700,4500,4155,4000,3700,4500
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),4682,95.5,86.5,3661,3500,3739,3590,3500,4050,3739,3590,3500,4050
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),4683,91,75.4,4256,4000,4370,4200,3800,5000,4370,4200,3800,5000
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,4684,91.3,73.9,4499,4000,4584,4000,3765,5000,4584,4000,3765,5000
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),4685,100,63.2,3473,3500,3572,3500,3250,3875,3572,3500,3250,3875
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),4686,97.2,93,4236,4010,4337,4380,3700,4800,4337,4380,3700,4800
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),4687,90.3,66.1,3795,3700,3922,3900,3600,4200,3922,3900,3600,4200
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),4688,94.2,69.6,3832,3700,3946,3800,3500,4200,3946,3800,3500,4200
2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,4689,91.8,86.8,4848,4640,5009,5000,4400,5600,5009,5000,4400,5600
2020,National University of Singapore,Faculty of Science,Bachelor of Science,4690,86,42.1,3195,3000,3297,3100,3000,3650,3297,3100,3000,3650
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4691,93.1,57.4,3636,3500,3723,3528,3300,4000,3723,3528,3300,4000
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,4692,80,40,4563,4525,4625,4650,4250,5000,4625,4650,4250,5000
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4693,99.3,93.7,3590,3600,3751,3700,3500,3950,3751,3700,3500,3950
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,4694,100,78.3,4417,4125,4456,4125,3900,4900,4456,4125,3900,4900
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,4695,96.3,66.7,4910,4000,5043,4150,3300,6100,5043,4150,3300,6100
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4696,94.9,80.7,4459,4000,4579,4000,3600,5000,4579,4000,3600,5000
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4697,90.9,63.6,4443,3500,4443,3500,2800,5500,4443,3500,2800,5500
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4698,96.8,92.1,3951,3400,4050,3500,3000,4425,4050,3500,3000,4425
2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4699,97.1,92.6,5576,5100,5735,5243,4400,6316,5735,5243,4400,6316
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,4700,90.9,90.9,4620,4650,4746,5000,4200,5300,4746,5000,4200,5300
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4701,98.6,93.1,4591,4495,4764,4500,4000,5400,4764,4500,4000,5400
2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4702,98,84.3,4985,5000,5094,5000,4480,5800,5094,5000,4480,5800
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),4703,94,91,3984,4000,4058,4000,3650,4300,4058,4000,3650,4300
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,4704,90.3,22.6,3417,3500,3417,3500,3000,3500,3417,3500,3000,3500
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),4705,92.2,66.7,3338,3200,3400,3200,3000,3500,3400,3200,3000,3500
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),4706,95.1,68.6,3609,3600,3682,3630,3200,4000,3682,3630,3200,4000
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,4707,100,100,4688,4700,5306,5250,5000,5800,5306,5250,5000,5800
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),4708,97.4,92.2,3269,3250,3489,3500,3250,3680,3489,3500,3250,3680
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),4709,98.5,97,3371,3400,3616,3600,3500,3750,3616,3600,3500,3750
2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,4710,69.2,15.4,3163,3125,3238,3275,3125,3350,3238,3275,3125,3350
2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,4711,92.6,77.8,5615,5350,5798,5350,4225,6485,5798,5350,4225,6485
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),4712,93.7,81.1,4904,5000,4977,5000,4080,5500,4977,5000,4080,5500
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,4713,92.9,47.6,3251,3250,3409,3250,3010,3750,3409,3250,3010,3750
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,4714,100,78.6,3486,3500,3575,3500,3100,3600,3575,3500,3100,3600
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,4715,97.1,70.6,2845,2835,2862,2887,2675,3000,2862,2887,2675,3000
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,4716,97.7,81.8,3960,4000,3974,4000,3500,4200,3974,4000,3500,4200
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,4717,97.6,90.5,4390,4200,4399,4200,3880,4500,4399,4200,3880,4500
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,4718,97.4,69.8,3107,3000,3120,3000,3000,3200,3120,3000,3000,3200
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),4719,100,95.9,4023,4000,4237,4300,3600,4630,4237,4300,3600,4630
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),4720,96.2,83,4275,4000,4366,4000,3600,4750,4366,4000,3600,4750
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,4721,94.2,73.9,3329,3375,3749,3740,3400,4000,3749,3740,3400,4000
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),4722,98.1,84.6,3585,3500,3702,3500,3375,3800,3702,3500,3375,3800
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),4723,97.1,77.1,3823,3925,4203,4105,3650,4370,4203,4105,3650,4370
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),4724,92.9,55.4,4083,4200,4135,4200,3380,4800,4135,4200,3380,4800
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,4725,89.9,47.9,3041,3000,3148,3000,2800,3400,3148,3000,2800,3400
2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),4726,95.7,82.6,4044,4090,4114,4185,3750,4250,4114,4185,3750,4250
2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,4727,95.2,52.4,3060,3000,3084,3000,2770,3400,3084,3000,2770,3400
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,4728,95.7,47.8,3095,3000,3242,3200,3000,3500,3242,3200,3000,3500
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,4729,97.9,68.8,3501,3500,3603,3500,3400,3850,3603,3500,3400,3850
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,4730,100,79.2,3774,3650,3821,3750,3300,4370,3821,3750,3300,4370
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,4731,94.6,57.1,3281,3300,3443,3350,3025,3925,3443,3350,3025,3925
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,4732,78.6,42.9,3217,3150,3244,3200,2600,3465,3244,3200,2600,3465
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,4733,92.3,69.2,3921,3800,4160,4000,3750,4800,4160,4000,3750,4800
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),4734,100,100,3446,3400,3685,3650,3400,3859,3685,3650,3400,3859
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),4735,100,100,3510,3400,3542,3400,3364,3629,3542,3400,3364,3629
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),4736,98.2,96.3,3485,3480,3518,3500,3400,3700,3518,3500,3400,3700
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,4737,100,83.3,3380,3500,3380,3500,3400,3500,3380,3500,3400,3500
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,4738,97.9,78.7,3444,3400,3518,3500,3200,3700,3518,3500,3200,3700
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,4739,96.2,94.2,3436,3270,3725,3650,3405,4000,3725,3650,3405,4000
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,4740,93.3,48.9,3147,3100,3387,3175,2815,3650,3387,3175,2815,3650
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,4741,94.7,39.5,3760,3600,3773,3600,3350,4000,3773,3600,3350,4000
2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,4742,86,66.7,2497,2475,2675,2550,2300,2820,2675,2550,2300,2820
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,4743,85.7,38.1,2773,2800,2876,2800,2500,3000,2876,2800,2500,3000
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,4744,83.9,45.2,2958,2500,2992,2600,2500,3500,2992,2600,2500,3500
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,4745,91.2,35.3,4127,3900,4159,3921,3400,5010,4159,3921,3400,5010
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,4746,100,37.9,3900,3750,3940,3750,3400,4600,3940,3750,3400,4600
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,4747,95,53.3,3461,3500,3592,3500,3200,3650,3592,3500,3200,3650
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,4748,89.3,58.9,3579,3454,3690,3600,3200,4000,3690,3600,3200,4000
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,4749,98.6,89.9,4517,5000,4530,5000,4000,5000,4530,5000,4000,5000
2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,4750,93.7,68.4,3634,3480,3919,3700,3400,4300,3919,3700,3400,4300
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4751,94.7,86,3636,3050,3694,3100,3000,4000,3694,3100,3000,4000
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4752,96.3,86.1,3979,3600,4057,3744,3000,4583,4057,3744,3000,4583
2020,Singapore Management University,School of Business (4-year programme) *,Business Management,4753,95.8,68.4,4183,3800,4293,3850,3440,4600,4293,3850,3440,4600
2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4754,97.5,78.7,4596,4000,4688,4000,3600,5000,4688,4000,3600,5000
2020,Singapore Management University,School of Economics (4-year programme) *,Economics,4755,91.5,70.5,4181,3750,4290,3800,3400,4500,4290,3800,3400,4500
2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),4756,94.7,82.9,4670,4000,4749,4000,3660,5275,4749,4000,3660,5275
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,4757,93.1,83.9,4548,4500,4683,4542,4000,5400,4683,4542,4000,5400
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),4758,93.3,93.3,4903,5000,5064,5000,4500,5416,5064,5000,4500,5416
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,4759,89.9,52.8,3540,3360,3626,3500,3200,4000,3626,3500,3200,4000
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),4760,90.6,65.6,3711,3510,3784,3510,3230,4200,3784,3510,3230,4200
2020,Singapore Management University,School of Law (4-year programme) *,Law #,4761,95.5,91.1,4729,4500,4804,4588,4000,5600,4804,4588,4000,5600
2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,4762,97,95.5,5053,5000,5141,5000,4500,5735,5141,5000,4500,5735
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,4763,100,88.2,2879,3000,2879,3000,2700,3016,2879,3000,2700,3016
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,4764,90.6,22.6,2947,2750,3051,2950,2650,3300,3051,2950,2650,3300
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,4765,97.3,89.2,3443,3500,3486,3500,3450,3655,3486,3500,3450,3655
2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,4766,94.6,81.7,3059,3000,3116,3000,3000,3000,3116,3000,3000,3000
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,4767,100,50,3537,3163,3854,3163,2850,4466,3854,3163,2850,4466
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,4768,92.1,51.3,3126,2900,3246,2900,2750,3520,3246,2900,2750,3520
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,4769,88,36,3125,3100,3284,3185,2950,3500,3284,3185,2950,3500
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),4770,94.6,82.1,3809,3800,3901,3800,3500,4150,3901,3800,3500,4150
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),4771,95.2,77.1,4195,3950,4287,4000,3725,4900,4287,4000,3725,4900
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),4772,96.9,85.4,4581,4500,4734,4500,4000,5000,4734,4500,4000,5000
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),4773,100,95.6,3897,3800,3982,3800,3500,4070,3982,3800,3500,4070
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,4774,97.7,93,3505,3300,3539,3400,3100,3500,3539,3400,3100,3500
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,4775,99.2,96.2,5018,4500,5173,4500,3700,5858,5173,4500,3700,5858
2021,Nanyang Technological University,College of Business (Nanyang Business School),Business,4776,96.2,85.2,4211,4000,4362,4000,3500,4800,4362,4000,3500,4800
2021,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,4777,93.8,87.5,6418,6300,6578,6300,5250,8225,6578,6300,5250,8225
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,4778,94.4,87.3,4250,4250,4321,4471,3792,5000,4321,4471,3792,5000
2021,Nanyang Technological University,College of Engineering,Bioengineering,4779,90.9,75.8,3480,3483,3654,3500,3300,3850,3654,3500,3300,3850
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,4780,91.1,84.8,3784,3600,3959,3740,3600,4300,3959,3740,3600,4300
2021,Nanyang Technological University,College of Engineering,Civil Engineering,4781,97.7,92,3596,3500,3664,3540,3400,3800,3664,3540,3400,3800
2021,Nanyang Technological University,College of Engineering,Computer Engineering,4782,95.8,89.6,4649,4500,4847,4500,4000,5000,4847,4500,4000,5000
2021,Nanyang Technological University,College of Engineering,Computer Science,4783,97,91,4871,4800,4924,4800,4200,5450,4924,4800,4200,5450
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,4784,90.9,90.9,4485,4580,4566,4583,4530,4900,4566,4583,4530,4900
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,4785,93.9,88.6,3978,3900,4069,4000,3600,4400,4069,4000,3600,4400
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,4786,96.6,86.2,3422,3500,3487,3500,3200,3600,3487,3500,3200,3600
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,4787,95.7,88.6,4247,4200,4325,4200,3900,4800,4325,4200,3900,4800
2021,Nanyang Technological University,College of Engineering,Maritime Studies,4788,98.4,95.2,3697,3500,3763,3500,3500,4000,3763,3500,3500,4000
2021,Nanyang Technological University,College of Engineering,Materials Engineering,4789,96.3,83,3701,3600,3801,3650,3500,4000,3801,3650,3500,4000
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,4790,94,86.1,3845,3700,4006,3800,3570,4400,4006,3800,3570,4400
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",4791,86.2,46.6,3146,3000,3182,3000,2650,3675,3182,3000,2650,3675
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,4792,87,72.5,3376,3250,3483,3300,3053,3650,3483,3300,3053,3650
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,4793,96.9,80.8,3463,3375,3548,3500,3000,3943,3548,3500,3000,3943
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,4794,93.5,88.3,3658,3500,3720,3650,3300,4000,3720,3650,3300,4000
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,4795,95.5,64.2,3254,3300,3354,3500,3000,3600,3354,3500,3000,3600
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,4796,82.2,66.7,3724,3675,3800,3675,3500,4000,3800,3675,3500,4000
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,4797,92.9,75,3794,3650,3822,3650,3450,4180,3822,3650,3450,4180
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,4798,87.2,70.2,3351,3300,3398,3300,3000,3850,3398,3300,3000,3850
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,4799,88.5,57.7,3394,3400,3502,3400,2915,4480,3502,3400,2915,4480
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,4800,91.8,71.8,3342,3300,3362,3350,3000,3500,3362,3350,3000,3500
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,4801,83.3,77.1,4024,3778,4105,3804,3500,4524,4105,3804,3500,4524
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,4802,91.3,69.6,3509,3475,3567,3500,3200,3940,3567,3500,3200,3940
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,4803,96.8,81.7,3470,3400,3569,3500,3260,3800,3569,3500,3260,3800
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,4804,90.9,77.3,3023,3100,3119,3100,2890,3300,3119,3100,2890,3300
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,4805,90.2,74.4,3367,3400,3501,3400,3100,3700,3501,3400,3100,3700
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,4806,100,91.3,3810,3892,3888,3950,3500,4300,3888,3950,3500,4300
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,4807,91,75.6,3939,3750,4039,3806,3500,4500,4039,3806,3500,4500
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,4808,84.5,69,3710,3570,3793,3600,3384,4000,3793,3600,3384,4000
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,4809,86.2,55.4,3292,3300,3438,3300,3100,3620,3438,3300,3100,3620
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),4810,100,100,3563,3754,3718,3780,3700,3900,3718,3780,3700,3900
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,4811,100,100,3578,3776,3796,3904,3727,4000,3796,3904,3727,4000
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,4812,100,100,4702,4700,5404,5500,5200,5800,5404,5500,5200,5800
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4813,91.4,70,3405,3200,3600,3200,2850,4100,3600,3200,2850,4100
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4814,88.8,68.3,3619,3500,3731,3650,3400,3983,3731,3650,3400,3983
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4815,92.5,78.2,3757,3531,3850,3600,3400,4100,3850,3600,3400,4100
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4816,100,100,4256,4200,4286,4200,4200,4600,4286,4200,4200,4600
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),4817,94.4,83.3,3610,3500,3732,3600,3300,4000,3732,3600,3300,4000
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),4818,91.4,84.8,3793,3700,4023,3800,3600,4300,4023,3800,3600,4300
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),4819,97.3,97.3,3780,3700,3897,3700,3500,4100,3897,3700,3500,4100
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),4820,95.1,93,4251,4000,4377,4150,3900,4550,4377,4150,3900,4550
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,4821,89.5,68.4,4189,4500,4399,4500,4000,4900,4399,4500,4000,4900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),4822,97.1,88.6,3572,3500,3607,3500,3300,3900,3607,3500,3300,3900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),4823,96.7,91.8,4237,4150,4417,4500,4000,4900,4417,4500,4000,4900
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),4824,91.7,87.5,3899,3775,4020,3896,3600,4200,4020,3896,3600,4200
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),4825,94.5,89.5,3965,3800,4115,3875,3500,4550,4115,3875,3500,4550
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,4826,96.5,93.5,5398,5150,5627,5600,4500,6000,5627,5600,4500,6000
2021,National University of Singapore,Faculty of Science,Bachelor of Science,4827,82.4,56.9,3446,3300,3627,3527,3100,4000,3627,3527,3100,4000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4828,92.2,76.5,3665,3500,3767,3600,3400,4000,3767,3600,3400,4000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,4829,100,100,4655,4500,4677,4500,4000,5000,4677,4500,4000,5000
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4830,95.9,91.9,3773,3760,3923,3915,3636,4200,3923,3915,3636,4200
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),4831,97.7,95.3,4819,4500,4981,4800,4200,5400,4981,4800,4200,5400
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,4832,94.7,81.6,5199,3550,5567,3700,3125,7625,5567,3700,3125,7625
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4833,98.1,93.5,4828,4200,4950,4347,3700,5200,4950,4347,3700,5200
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4834,100,100,3380,3300,3515,3400,3013,3750,3515,3400,3013,3750
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4835,97,96.3,4124,3430,4194,3500,3200,4600,4194,3500,3200,4600
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4836,99.1,96.4,5898,5800,6002,6000,5000,6900,6002,6000,5000,6900
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,4837,100,100,4992,5000,5095,5400,4305,5500,5095,5400,4305,5500
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4838,97.5,96.2,5087,5000,5217,5000,4500,5400,5217,5000,4500,5400
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4839,100,100,5437,5050,5603,5400,4800,6125,5603,5400,4800,6125
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),4840,97.7,96.6,4090,4000,4139,4000,3600,4440,4139,4000,3600,4440
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),4841,87.5,75,4146,3825,4178,3825,3200,4250,4178,3825,3200,4250
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),4842,93.1,92.1,3424,3450,3560,3500,3200,3700,3560,3500,3200,3700
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),4843,94.5,82.4,3692,3575,3863,3700,3400,4000,3863,3700,3400,4000
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,4844,na,na,na,na,na,na,na,na,na,na,na,na
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),4845,96.2,93.3,3300,3350,3530,3550,3350,3750,3530,3550,3350,3750
